"","release_year","yearly_rank","movie_order"
"32",1971,7,1
"33",1971,8,1
"34",1971,9,1
"35",1971,10,1
"36",1971,11,1
"37",1971,12,3
"38",1971,13,1
"39",1971,14,1
"40",1971,15,1
"41",1971,16,1
"42",1971,17,1
"43",1971,18,1
"44",1971,19,1
"45",1971,20,1
"46",1971,21,1
"47",1971,22,1
"48",1971,23,1
