"","movie_id","title","release_year","budget","revenue","vote_average","collection_id","yearly_rank","rev_adj","bud_adj","profit","profit_adj","is_sequel","movie_order"
"645",18444,"Swiss Family Robinson",1960,5000000,40356000,6.9,NA,2,415774711.648352,51513369.96337,35356000,364261341.684982,"No",1
"646",539,"Psycho",1960,806947,3.2e+07,8.426,119674,3,329685567.765568,8313711.8703663,31193053,321371855.895202,"No",1
"647",284,"The Apartment",1960,3000000,2.5e+07,8.2,NA,4,257566849.81685,30908021.978022,2.2e+07,226658827.838828,"No",1
"648",1941,"Exodus",1960,4000000,2e+07,6.6,NA,5,206053479.85348,41210695.970696,1.6e+07,164842783.882784,"No",1
"649",22013,"Elmer Gantry",1960,3000000,10400000,7.249,NA,6,107147809.52381,30908021.978022,7400000,76239787.5457876,"No",1
"650",15788,"The Bellboy",1960,900000,1e+07,6.263,NA,7,103026739.92674,9272406.5934066,9100000,93754333.3333333,"No",1
"651",39779,"Portrait in Black",1960,1400000,9200000,5.7,NA,8,94784600.7326007,14423743.5897436,7800000,80360857.1428571,"No",1
"652",11209,"The Alamo",1960,12000000,7900000,7.1,NA,9,81391124.5421246,123632087.912088,-4100000,-42240963.3699634,"No",1
"653",12617,"Midnight Lace",1960,NA,7400000,6.5,NA,10,76239787.5457876,NA,7400000,76239787.5457876,"No",1
"654",45608,"The World of Suzie Wong",1960,2000000,7300000,6.4,NA,11,75209520.1465202,20605347.985348,5300000,54604172.1611722,"No",1
"655",18973,"Cinderfella",1960,3000000,7100000,6.134,NA,12,73148985.3479854,30908021.978022,4100000,42240963.3699634,"No",1
"656",25767,"The Grass Is Greener",1960,NA,6e+06,6.3,NA,13,61816043.956044,NA,6e+06,61816043.956044,"No",1
"657",19414,"Please Don't Eat the Daisies",1960,1775000,5150000,6.1,NA,14,53058771.0622711,18287246.3369963,3375000,34771524.7252747,"No",1
"658",966,"The Magnificent Seven",1960,2000000,4905000,7.5,110021,15,50534615.9340659,20605347.985348,2905000,29929267.948718,"No",1
"659",31102,"Pollyanna",1960,2500000,3750000,7,NA,16,38635027.4725275,25756684.981685,1250000,12878342.4908425,"No",1
"660",43049,"Where the Boys Are",1960,2000000,3500000,6.1,NA,17,36059358.974359,20605347.985348,1500000,15454010.989011,"No",1
"661",299,"Ocean's Eleven",1960,NA,2800000,6.369,NA,18,28847487.1794872,NA,2800000,28847487.1794872,"No",1
"662",43041,"The Adventures of Huckleberry Finn",1960,1357000,2750000,5.8,NA,19,28332353.4798535,13980728.6080586,1393000,14351624.8717949,"No",1
"663",133715,"All the Young Men",1960,1000000,2e+06,6.333,NA,20,20605347.985348,10302673.992674,1e+06,10302673.992674,"No",1
"664",18639,"Flaming Star",1960,1700000,2e+06,6.4,NA,21,20605347.985348,17514545.7875458,3e+05,3090802.1978022,"No",1
"665",1908,"Inherit the Wind",1960,2000000,2e+06,7.7,NA,22,20605347.985348,20605347.985348,NA,NA,"No",1
"666",23439,"House of Usher",1960,270000,1450000,6.623,NA,23,14938877.2893773,2781721.97802198,1180000,12157155.3113553,"No",1
"667",92725,"The Naked Witch",1960,8000,80000,3.1,NA,24,824213.91941392,82421.391941392,72000,741792.527472528,"No",1
"668",49966,"The Savage Eye",1960,65000,16366,5.7,NA,25,168613.562564103,669673.80952381,-48634,-501060.246959707,"No",1
"669",12230,"One Hundred and One Dalmatians",1961,3600000,3.03e+08,7.175,100693,1,3088639411.76471,36696705.8823529,299400000,3051942705.88235,"No",1
"670",1725,"West Side Story",1961,6000000,43700000,7.253,NA,2,445457235.294118,61161176.4705882,37700000,384296058.823529,"No",1
"671",19186,"The Parent Trap",1961,NA,29650385,7.013,216395,3,302242071.567647,NA,29650385,302242071.567647,"No",1
"672",10911,"The Guns of Navarone",1961,6000000,28900000,7.3,366826,4,294593000,61161176.4705882,22900000,233431823.529412,"No",1
"673",40894,"Lover Come Back",1961,NA,16937969,6.9,NA,5,172657685.177059,NA,16937969,172657685.177059,"No",1
"674",36362,"King of Kings",1961,5037000,14500000,7.084,NA,6,147806176.470588,51344807.6470588,9463000,96461368.8235294,"No",1
"675",22386,"Come September",1961,NA,14170000,6.7,NA,7,144442311.764706,NA,14170000,144442311.764706,"No",1
"676",821,"Judgment at Nuremberg",1961,3000000,1e+07,8,NA,8,101935294.117647,30580588.2352941,7e+06,71354705.882353,"No",1
"677",164,"Breakfast at Tiffany's",1961,2500000,9500000,7.655,NA,9,96838529.4117647,25483823.5294118,7e+06,71354705.8823529,"No",1
"678",11536,"The Misfits",1961,4000000,8200000,6.9,NA,10,83586941.1764706,40774117.6470588,4200000,42812823.5294118,"No",1
"679",990,"The Hustler",1961,2000000,7600000,7.7,387219,11,77470823.5294118,20387058.8235294,5600000,57083764.7058824,"No",1
"680",2160,"Voyage to the Bottom of the Sea",1961,1580000,7e+06,5.7,NA,12,71354705.8823529,16105776.4705882,5420000,55248929.4117647,"No",1
"681",24248,"Barabbas",1961,NA,5800000,6.9,NA,13,59122470.5882353,NA,5800000,59122470.5882353,"No",1
"682",248,"Pocketful of Miracles",1961,2900000,5e+06,7.3,NA,14,50967647.0588235,29561235.2941177,2100000,21406411.7647059,"No",1
"683",18647,"One-Eyed Jacks",1961,6000000,4300000,6.7,NA,15,43832176.4705882,61161176.4705882,-1700000,-17329000,"No",1
"684",28284,"Parrish",1961,1500000,4200000,5.4,NA,16,42812823.5294118,15290294.1176471,2700000,27522529.4117647,"No",1
"685",18228,"Blue Hawaii",1961,2000000,4200000,5.9,NA,17,42812823.5294118,20387058.8235294,2200000,22425764.7058824,"No",1
"686",430,"One, Two, Three",1961,3000000,4e+06,7.5,NA,18,40774117.6470588,30580588.2352941,1e+06,10193529.4117647,"No",1
"687",30462,"The Comancheros",1961,4260000,3500000,6.7,NA,19,35677352.9411765,43424435.2941177,-760000,-7747082.35294118,"No",1
"688",20139,"The Children's Hour",1961,3600000,3e+06,7.7,NA,20,30580588.2352941,36696705.8823529,-6e+05,-6116117.64705883,"No",1
"689",28501,"The Pit and the Pendulum",1961,200000,2e+06,6.871,NA,21,20387058.8235294,2038705.88235294,1800000,18348352.9411765,"No",1
"690",98010,"Francis of Assisi",1961,2000000,1800000,7.6,NA,22,18348352.9411765,20387058.8235294,-2e+05,-2038705.88235294,"No",1
"691",84119,"Goodbye Again",1961,NA,1600000,7.1,NA,23,16309647.0588235,NA,1600000,16309647.0588235,"No",1
"692",16372,"The Innocents",1961,NA,1200000,7.458,NA,24,12232235.2941176,NA,1200000,12232235.2941176,"No",1
"693",84249,"The Exiles",1961,NA,26517,6.118,NA,25,270301.819411765,NA,26517,270301.819411765,"No",1
"694",11349,"Cape Fear",1962,35000000,1.03e+08,7.4,NA,1,1037496300.27548,352547286.501377,6.8e+07,684949013.774105,"No",1
"695",9289,"The Longest Day",1962,10000000,50100000,7.577,NA,2,504646258.677686,100727796.143251,40100000,403918462.534435,"No",1
"696",11897,"How the West Was Won",1962,15000000,5e+07,7,NA,3,503638980.716253,151091694.214876,3.5e+07,352547286.501377,"No",1
"697",11085,"Mutiny on the Bounty",1962,19000000,13680000,7,NA,4,137795625.123967,191382812.672176,-5320000,-53587187.5482094,"No",1
"698",595,"To Kill a Mockingbird",1962,2000000,13129846,7.992,NA,5,132254045.128028,20145559.2286501,11129846,112108485.899377,"No",1
"699",39391,"Gypsy",1962,4000000,11076923,6.3,NA,6,111575404.183848,40291118.4573003,7076923,71284285.7265482,"No",1
"700",802,"Lolita",1962,2000000,9250000,7.3,NA,7,93173211.4325069,20145559.2286501,7250000,73027652.2038567,"No",1
"701",13671,"The Music Man",1962,NA,8e+06,7.1,NA,8,80582236.9146005,NA,8e+06,80582236.9146005,"No",1
"702",11697,"The Man Who Shot Liberty Valance",1962,3200000,8e+06,7.8,NA,9,80582236.9146005,32232894.7658402,4800000,48349342.1487603,"No",1
"703",982,"The Manchurian Candidate",1962,2200000,7700000,7.536,NA,10,77560403.030303,22160115.1515151,5500000,55400287.8787879,"No",1
"704",31804,"The Road to Hong Kong",1962,2000000,5200000,5.7,135441,11,52378453.9944904,20145559.2286501,3200000,32232894.7658402,"Yes",7
"705",43012,"Taras Bulba",1962,7000000,4e+06,6.3,NA,12,40291118.4573003,70509457.3002755,-3e+06,-30218338.8429752,"No",1
"706",41521,"Mr. Hobbs Takes a Vacation",1962,2000000,4e+06,6.4,NA,13,40291118.4573003,20145559.2286501,2e+06,20145559.2286501,"No",1
"707",898,"Birdman of Alcatraz",1962,2650000,3100000,7.483,NA,14,31225616.8044077,26692865.9779614,450000,4532750.82644628,"No",1
"708",76344,"Two for the Seesaw",1962,NA,3e+06,6.5,NA,15,30218338.8429752,NA,3e+06,30218338.8429752,"No",1
"709",62655,"Two Weeks in Another Town",1962,3959000,2500000,5.9,NA,16,25181949.0358127,39878134.4931129,-1459000,-14696185.4573003,"No",1
"710",1162,"The Miracle Worker",1962,500000,2500000,7.8,NA,17,25181949.0358127,5036389.80716253,2e+06,20145559.2286501,"No",1
"711",42995,"Experiment in Terror",1962,NA,1400000,7.074,NA,18,14101891.4600551,NA,1400000,14101891.4600551,"No",1
"712",29235,"The Premature Burial",1962,NA,1250000,6.3,NA,19,12590974.5179063,NA,1250000,12590974.5179063,"No",1
"713",124138,"The Adventures of Lucky Pierre",1962,45000,212200,3.5,NA,20,2137443.83415978,453275.082644628,167200,1684168.75151515,"No",1
"714",202875,"Adam and Six Eves",1962,NA,32200,4.7,NA,21,324343.503581267,NA,32200,324343.503581267,"No",1
"715",31287,"Eegah",1962,15000,3274,2.7,NA,22,32978.2804573003,151091.694214876,-11726,-118113.413757576,"No",1
"716",8095,"Cleopatra",1963,44000000,7.1e+07,7.04,NA,1,706410201.360545,437775336.054422,2.7e+07,268634865.306123,"No",1
"717",11576,"It's a Mad, Mad, Mad, Mad World",1963,9400000,6e+07,7,NA,2,596966367.346939,93524730.8843538,50600000,503441636.462585,"No",1
"718",5769,"Tom Jones",1963,1000000,37600000,5.9,NA,3,374098923.537415,9949439.45578232,36600000,364149484.081633,"No",1
"719",2690,"Irma la Douce",1963,5000000,25200000,7.4,NA,4,250725874.285714,49747197.2789116,20200000,200978677.006803,"No",1
"720",9078,"The Sword in the Stone",1963,3000000,22200000,7.237,NA,5,220877555.918368,29848318.367347,19200000,191029237.551021,"No",1
"721",19762,"Son of Flubber",1963,NA,22129412,5.9,294468,6,220175244.886063,NA,22129412,220175244.886063,"Yes",2
"722",15263,"McLintock!",1963,4000000,14500000,6.6,NA,7,144266872.108844,39797757.8231293,10500000,104469114.285714,"No",1
"723",4808,"Charade",1963,4000000,13475000,7.7,NA,8,134068696.666667,39797757.8231293,9475000,94270938.8435375,"No",1
"724",25167,"Bye Bye Birdie",1963,5000000,13100000,5.9,NA,9,130337656.870748,49747197.2789116,8100000,80590459.5918368,"No",1
"725",30204,"Move Over, Darling",1963,NA,12705882,6.541,NA,10,126416403.691314,NA,12705882,126416403.691314,"No",1
"726",5925,"The Great Escape",1963,4000000,11700000,7.945,990446,11,116408441.632653,39797757.8231293,7700000,76610683.8095239,"No",1
"727",571,"The Birds",1963,2500000,11500000,7.5,690952,12,114418553.741497,24873598.6394558,9e+06,89544955.1020409,"No",1
"728",3010,"The Cardinal",1963,NA,11170588,6.512,NA,13,111141088.991489,NA,11170588,111141088.991489,"No",1
"729",936,"The Pink Panther",1963,NA,10878107,6.864,937,14,108231066.990022,NA,10878107,108231066.990022,"No",1
"730",27759,"55 Days at Peking",1963,17000000,1e+07,7,NA,15,99494394.5578232,169140470.748299,-7e+06,-69646076.1904763,"No",1
"731",24748,"Hud",1963,2500000,1e+07,7.3,NA,16,99494394.5578232,24873598.6394558,7500000,74620795.9183674,"No",1
"732",18692,"Fun in Acapulco",1963,NA,6758000,5.9,NA,17,67238311.8421769,NA,6758000,67238311.8421769,"No",1
"733",15875,"Donovan's Reef",1963,2686000,6600000,6.239,NA,18,65666300.4081633,26724194.3782313,3914000,38942106.029932,"No",1
"734",28172,"Blood Feast",1963,24500,4e+06,4.796,519018,19,39797757.8231293,243761.266666667,3975500,39553996.5564626,"No",1
"735",686487,"King Kong vs. Godzilla",1963,12000,2700000,6.6,813157,20,26863486.5306123,119393.273469388,2688000,26744093.2571429,"Yes",3
"736",30137,"The Haunted Palace",1963,NA,2616000,6.6,NA,21,26027733.6163265,NA,2616000,26027733.6163265,"No",1
"737",26484,"Beach Party",1963,300000,2300000,6,338327,22,22883710.7482993,2984831.8367347,2e+06,19898878.9115646,"No",1
"738",11533,"Jason and the Argonauts",1963,3000000,2100000,7.149,NA,23,20893822.8571429,29848318.367347,-9e+05,-8954495.51020409,"No",1
"739",29056,"The Raven",1963,350000,1499275,6.317,NA,24,14916945.840068,3482303.80952381,1149275,11434642.0305442,"No",1
"740",355026,"The Bare Hunt, or My Gun Is Jammed",1963,NA,2300,2.7,NA,25,22883.7107482993,NA,2300,22883.7107482993,"No",1
"741",433,"Mary Poppins",1964,4650000,103100000,7.563,527439,1,1012833957.28103,45680677.9957012,98450000,967153279.285331,"No",1
"742",11113,"My Fair Lady",1964,17000000,72661442,7.5,NA,2,713811598.861359,167004629.231596,55661442,546806969.629764,"No",1
"743",42792,"The Carpetbaggers",1964,NA,4e+07,5.8,431417,3,392952068.780226,NA,4e+07,392952068.780226,"No",1
"744",23574,"What a Way to Go!",1964,20000000,13298000,6.964,NA,4,130636915.265986,196476034.390113,-6702000,-65839119.1241268,"No",1
"745",30295,"Father Goose",1964,NA,12500000,7,NA,5,122797521.493821,NA,12500000,122797521.493821,"No",1
"746",1594,"A Shot in the Dark",1964,NA,12368234,7.203,937,6,121503078.436448,NA,12368234,121503078.436448,"Yes",2
"747",14703,"The Night of the Iguana",1964,3000000,1.2e+07,7.2,NA,7,117885620.634068,29471405.1585169,9e+06,88414215.4755508,"No",1
"748",42797,"The Unsinkable Molly Brown",1964,NA,11070559,5.6,NA,8,108754976.540089,NA,11070559,108754976.540089,"No",1
"749",2098,"Viva Las Vegas",1964,1000000,9400000,6.2,NA,9,92343736.163353,9823801.71950564,8400000,82519934.4438474,"No",1
"750",4939,"Send Me No Flowers",1964,NA,9129247,6.7,NA,10,89683912.3763917,NA,9129247,89683912.3763917,"No",1
"751",15421,"Becket",1964,NA,9100000,7.1,NA,11,89396595.6475013,NA,9100000,89396595.6475013,"No",1
"752",3011,"Good Neighbor Sam",1964,NA,9072726,6.3,NA,12,89128661.2794036,NA,9072726,89128661.2794036,"No",1
"753",10604,"Zorba the Greek",1964,783000,9e+06,7.5,NA,13,88414215.4755508,7692036.74637292,8217000,80722178.7291779,"No",1
"754",506,"Marnie",1964,2135000,7e+06,7.1,NA,14,68766612.0365395,20973816.6711445,4865000,47792795.3653949,"No",1
"755",3482,"The Train",1964,5800000,6800000,7.525,NA,15,66801851.6926384,56978049.9731327,1e+06,9823801.71950565,"No",1
"756",39231,"Man's Favorite Sport?",1964,NA,6e+06,7,NA,16,58942810.3170338,NA,6e+06,58942810.3170338,"No",1
"757",17277,"The Fall of the Roman Empire",1964,19000000,4750000,6.5,NA,17,46663058.1676518,186652232.670607,-14250000,-139989174.502955,"No",1
"758",10299,"Hush... Hush, Sweet Charlotte",1964,2200000,4e+06,7.3,NA,18,39295206.8780226,21612363.7829124,1800000,17682843.0951102,"No",1
"759",42795,"The Moon-Spinners",1964,5000000,3500000,5.7,NA,19,34383306.0182697,49119008.5975282,-1500000,-14735702.5792585,"No",1
"760",55150,"Invitation to a Gunfighter",1964,1800000,3100000,5.935,NA,20,30453785.3304675,17682843.0951102,1300000,12770942.2353573,"No",1
"761",2094,"Roustabout",1964,NA,3e+06,5.941,NA,21,29471405.1585169,NA,3e+06,29471405.1585169,"No",1
"762",95358,"The Pleasure Seekers",1964,2100000,2e+06,5.1,NA,22,19647603.4390113,20629983.6109618,-1e+05,-982380.171950564,"No",1
"763",4542,"Emil and the Detectives",1964,NA,1275000,6.1,NA,23,12525347.1923697,NA,1275000,12525347.1923697,"No",1
"764",40630,"Cheyenne Autumn",1964,4200000,10980,6.663,NA,24,107865.342880172,41259967.2219237,-4189020,-41152101.8790435,"No",1
"765",91721,"Nothing But a Man",1964,NA,9248,7.4,NA,25,90850.5183019882,NA,9248,90850.5183019882,"No",1
"766",15121,"The Sound of Music",1965,8200000,286214286,7.7,NA,1,2767837485.85516,79298163.9777837,278014286,2688539321.87737,"No",1
"767",907,"Doctor Zhivago",1965,11000000,111858363,7.5,NA,2,1081727172.12932,106375585.823856,100858363,975351586.305467,"No",1
"768",20723,"That Darn Cat!",1965,NA,28062222,6.5,NA,3,271375936.797191,NA,28062222,271375936.797191,"No",1
"769",11575,"The Great Race",1965,12000000,25300000,7.1,NA,4,244663847.394869,116046093.626025,13300000,128617753.768844,"No",1
"770",11694,"Cat Ballou",1965,NA,20666667,6.4,NA,5,199857164.468323,NA,20666667,199857164.468323,"No",1
"771",3681,"What's New Pussycat?",1965,NA,18820000,5.981,NA,6,181998956.836816,NA,18820000,181998956.836816,"No",1
"772",21027,"Shenandoah",1965,NA,17268889,6.9,NA,7,166998925.809286,NA,17268889,166998925.809286,"No",1
"773",21876,"Von Ryan's Express",1965,5760000,17111111,7.089,NA,8,165473132.429275,55702124.9404919,11351111,109771007.488783,"No",1
"774",2428,"The Greatest Story Ever Told",1965,20000000,15500000,6.358,NA,9,149892870.933615,193410156.043375,-4500000,-43517285.1097593,"No",1
"775",886,"The Cincinnati Kid",1965,NA,15260000,7,NA,10,147571949.061095,NA,15260000,147571949.061095,"No",1
"776",13524,"Battle of the Bulge",1965,6500000,11118000,6.9,NA,11,107516705.744512,62858300.7140968,4618000,44658405.0304153,"No",1
"777",45256,"Do Not Disturb",1965,3890000,8e+06,5.6,NA,12,77364062.4173499,37618275.3504364,4110000,39745787.0669135,"No",1
"778",33364,"A Patch of Blue",1965,800000,6792000,7.552,NA,13,65682088.9923301,7736406.24173499,5992000,57945682.7505951,"No",1
"779",77915,"The Sandpiper",1965,NA,6161000,6.394,NA,14,59579998.5691616,NA,6161000,59579998.5691616,"No",1
"780",18645,"Tickle Me",1965,1500000,5e+06,5.8,NA,15,48352539.0108437,14505761.7032531,3500000,33846777.3075906,"No",1
"781",36815,"The Agony and the Ecstasy",1965,10000000,4e+06,7.1,NA,16,38682031.208675,96705078.0216874,-6e+06,-58023046.8130124,"No",1
"782",23194,"The Hallelujah Trail",1965,7000000,4e+06,6,NA,17,38682031.208675,67693554.6151812,-3e+06,-29011523.4065062,"No",1
"783",7506,"Harum Scarum",1965,2400000,3100000,4.8,NA,18,29978574.1867231,23209218.725205,7e+05,6769355.46151812,"No",1
"784",205133,"Pickled Pink",1965,2436635,2436635,6.6,NA,19,23563497.7785374,23563497.7785374,NA,NA,"No",1
"785",379045,"Pinkfinger",1965,2221487,2221487,6.625,NA,20,21482907.3659164,21482907.3659164,NA,NA,"No",1
"786",39220,"I'll Take Sweden",1965,NA,1500000,5.042,NA,21,14505761.7032531,NA,1500000,14505761.7032531,"No",1
"787",379049,"Pink Panzer",1965,15788,15788,7,NA,22,152677.97718064,152677.97718064,NA,NA,"No",1
"788",29715,"Major Dundee",1965,3800000,14873,6.675,NA,23,143829.462541656,36747929.6482412,-3785127,-36604100.1856996,"No",1
"789",2525,"The Bible: In the Beginning...",1966,16500000,34900000,7.273,NA,1,327622652.37484,154893231.065469,18400000,172729421.309371,"No",1
"790",14689,"Hawaii",1966,15000000,34562222,6.4,NA,2,324451772.023153,140812028.241335,19562222,183639743.781818,"No",1
"791",396,"Who's Afraid of Virginia Woolf?",1966,7500000,33736689,7.72,NA,3,316702106.949143,70406014.1206676,26236689,246296092.828475,"No",1
"792",20379,"Grand Prix",1966,9000000,20800000,7.3,NA,4,195259345.827985,84487216.9448011,11800000,110772128.883184,"No",1
"793",5923,"The Sand Pebbles",1966,12000000,2e+07,7.2,NA,5,187749370.988447,112649622.593068,8e+06,75099748.3953787,"No",1
"794",21779,"The Silencers",1966,NA,16318124,6.1,157890,6,153185875.835574,NA,16318124,153185875.835574,"No",1
"795",20277,"The Ugly Dachshund",1966,NA,13516000,6.621,NA,7,126881024.913992,NA,13516000,126881024.913992,"No",1
"796",5780,"Torn Curtain",1966,3000000,1.3e+07,6.6,NA,8,122037091.14249,28162405.648267,1e+07,93874685.4942234,"No",1
"797",26268,"Harper",1966,3500000,1.2e+07,6.664,434270,9,112649622.593068,32856139.9229782,8500000,79793482.6700899,"No",1
"798",2161,"Fantastic Voyage",1966,5115000,1.2e+07,6.7,NA,10,112649622.593068,48016901.6302953,6885000,64632720.9627728,"No",1
"799",12639,"Return of the Seven",1966,NA,6322000,6.2,110021,11,59347576.169448,NA,6322000,59347576.169448,"Yes",2
"800",6644,"El Dorado",1966,4653000,6e+06,7.3,NA,12,56324811.296534,43679891.1604621,1347000,12644920.1360719,"No",1
"801",3001,"How to Steal a Million",1966,6400000,4400000,7.5,NA,13,41304861.6174583,60079798.716303,-2e+06,-18774937.0988447,"No",1
"802",2661,"Batman",1966,1377800,3900000,6.4,NA,14,36611127.3427471,12934054.1673941,2522200,23677073.175353,"No",1
"803",65012,"This Property Is Condemned",1966,4620000,2600000,6.3,NA,15,24407418.2284981,43370104.6983312,-2020000,-18962686.4698331,"No",1
"804",18894,"Paradise, Hawaiian Style",1966,2000000,2500000,5.1,NA,16,23468671.3735559,18774937.0988447,5e+05,4693734.27471117,"No",1
"805",31602,"The Chase",1966,NA,2300000,7.1,NA,17,21591177.6636714,NA,2300000,21591177.6636714,"No",1
"806",20620,"Seconds",1966,2500000,1750000,7.3,NA,18,16428069.9614891,23468671.3735559,-750000,-7040601.41206675,"No",1
"807",27642,"Queen of Blood",1966,65000,1730000,5.3,NA,19,16240320.5905006,610185.455712452,1665000,15630135.1347882,"No",1
"808",46041,"The Quiller Memorandum",1966,NA,1500000,5.7,NA,20,14081202.8241335,NA,1500000,14081202.8241335,"No",1
"809",9325,"The Jungle Book",1967,4000000,3.78e+08,7.3,97459,1,3452726410.19236,36536787.4094429,3.74e+08,3416189622.78291,"No",1
"810",37247,"The Graduate",1967,3000000,104945305,7.64,NA,2,958591074.601037,27402590.5570822,101945305,931188484.043955,"No",1
"811",1879,"Guess Who's Coming to Dinner",1967,4000000,56666667,7.6,NA,3,517604491.345174,36536787.4094429,52666667,481067703.935731,"No",1
"812",475,"Bonnie and Clyde",1967,2500000,50700000,7.495,NA,4,463103780.414689,22835492.1309018,48200000,440268288.283787,"No",1
"813",3055,"Valley of the Dolls",1967,5000000,5e+07,6,NA,5,456709842.618037,45670984.2618037,4.5e+07,411038858.356233,"No",1
"814",1654,"The Dirty Dozen",1967,5400000,45300000,7.593,124492,6,413779117.411941,49324663.002748,39900000,364454454.409193,"No",1
"815",12208,"Casino Royale",1967,12000000,41744718,5.274,NA,7,381304471.758286,109610362.228329,29744718,271694109.529958,"No",1
"816",44695,"The Born Losers",1967,360000,3.6e+07,6.1,240690,8,328831086.684986,3288310.86684986,35640000,325542775.818137,"No",1
"817",18978,"Camelot",1967,13000000,31500000,6.207,NA,9,287727200.849363,118744559.08069,18500000,168982641.768674,"No",1
"818",17887,"Barefoot in the Park",1967,2000000,3e+07,7.111,NA,10,274025905.570822,18268393.7047215,2.8e+07,255757511.866101,"No",1
"819",10633,"In the Heat of the Night",1967,2000000,27379978,7.6,492896,11,250094108.865306,18268393.7047215,25379978,231825715.160585,"No",1
"820",74896,"The Fox",1967,NA,19100000,6.2,NA,12,174463159.88009,NA,19100000,174463159.88009,"No",1
"821",903,"Cool Hand Luke",1967,3200000,16217773,7.7,NA,13,148136331.088901,29229429.9275543,13017773,118906901.161347,"No",1
"822",18900,"In Cold Blood",1967,3500000,13007551,7.5,NA,14,118813531.401122,31969688.9832626,9507551,86843842.4178591,"No",1
"823",27945,"Hombre",1967,5860000,1.2e+07,7,NA,15,109610362.228329,53526393.5548339,6140000,56083968.6734949,"No",1
"824",24130,"In Like Flint",1967,3775000,1.1e+07,6.104,167456,16,100476165.375968,34481593.1176618,7225000,65994572.2583063,"Yes",2
"825",11206,"Wait Until Dark",1967,4000000,1.1e+07,7.3,NA,17,100476165.375968,36536787.4094429,7e+06,63939377.9665251,"No",1
"826",36775,"The Ambushers",1967,4000000,1e+07,5,157890,18,91341968.5236073,36536787.4094429,6e+06,54805181.1141644,"Yes",3
"827",16081,"Doctor Dolittle",1967,18000000,9e+06,6.1,NA,19,82207771.6712466,164415543.342493,-9e+06,-82207771.6712466,"No",1
"828",27277,"The War Wagon",1967,NA,6e+06,6.9,NA,20,54805181.1141644,NA,6e+06,54805181.1141644,"No",1
"829",86059,"The Comedians",1967,NA,5200000,6.1,NA,21,47497823.6322758,NA,5200000,47497823.6322758,"No",1
"830",4932,"A Guide for the Married Man",1967,3325000,5e+06,5.9,NA,22,45670984.2618037,30371204.5340994,1675000,15299779.7277042,"No",1
"831",26039,"Point Blank",1967,2500000,3200000,7,NA,23,29229429.9275543,22835492.1309018,7e+05,6393937.79665251,"No",1
"832",22682,"How to Succeed in Business Without Really Trying",1967,3500000,2500000,6.848,NA,24,22835492.1309018,31969688.9832626,-1e+06,-9134196.85236073,"No",1
"833",47263,"Easy Come, Easy Go",1967,2000000,1950000,5.9,NA,25,17811683.8621034,18268393.7047215,-50000,-456709.842618037,"No",1
"834",62,"2001: A Space Odyssey",1968,12000000,71923560,8.069,4438,1,630049524.033637,105119856.252995,59923560,524929667.780642,"No",1
"835",16085,"Funny Girl",1968,14000000,52223306,7.2,449750,2,457475534.981346,122639832.295161,38223306,334835702.686186,"No",1
"836",14136,"The Love Bug",1968,NA,51264022,6.5,12087,3,449072218.63253,NA,51264022,449072218.63253,"No",1
"837",11356,"The Odd Couple",1968,1200000,44527234,7.488,221966,4,390058036.451955,10511985.6252995,43327234,379546050.826656,"No",1
"838",916,"Bullitt",1968,5500000,42300000,7.151,NA,5,370547493.291806,48179934.1159559,36800000,322367559.175851,"No",1
"839",6003,"Romeo and Juliet",1968,NA,38901218,7.4,NA,6,340774203.685534,NA,38901218,340774203.685534,"No",1
"840",805,"Rosemary's Baby",1968,3200000,33395426,7.8,264338,7,292543531.71896,28031961.6674653,30195426,264511570.051495,"No",1
"841",871,"Planet of the Apes",1968,5800000,32589624,7.646,1709,8,285484715.851596,50807930.5222808,26789624,234676785.329315,"No",1
"842",10331,"Night of the Living Dead",1968,114000,3e+07,7.611,261590,9,262799640.632487,998638.63440345,29886000,261801001.998083,"No",1
"843",11046,"Where Eagles Dare",1968,7700000,2.1e+07,7.519,NA,10,183959748.442741,67451907.7623383,13300000,116507840.680402,"No",1
"844",52959,"Star!",1968,14320000,1.4e+07,6.9,NA,11,122639832.295161,125443028.461907,-320000,-2803196.16674653,"No",1
"845",912,"The Thomas Crown Affair",1968,4300000,1.4e+07,6.806,NA,12,122639832.295161,37667948.4906564,9700000,84971883.8045041,"No",1
"846",41857,"Bandolero!",1968,4450000,1.2e+07,6.5,NA,13,105119856.252995,38981946.6938189,7550000,66137909.5591758,"No",1
"847",42622,"Finian's Rainbow",1968,3500000,11600000,5.8,NA,14,101615861.044562,30659958.0737901,8100000,70955902.9707714,"No",1
"848",22377,"The Green Berets",1968,7000000,1.1e+07,5.7,NA,15,96359868.2319118,61319916.1475803,4e+06,35039952.0843316,"No",1
"849",5721,"Vixen!",1968,73000,8e+06,5.4,NA,16,70079904.1686631,639479.125539051,7927000,69440425.0431241,"No",1
"850",42687,"Where Were You When the Lights Went Out?",1968,NA,7988000,5.2,NA,17,69974784.3124102,NA,7988000,69974784.3124102,"No",1
"851",11708,"Chitty Chitty Bang Bang",1968,10000000,7500445,6.8,NA,18,65703808.3527911,87599880.2108289,-2499555,-21896071.8580378,"No",1
"852",4929,"Hang 'em High",1968,1800000,6800000,6.8,NA,19,59567918.5433637,15767978.4379492,5e+06,43799940.1054145,"No",1
